'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:00.186',-0.013,-0.452,-0.439,0.232,0.213,-0.446,0.103,0.389,0.449,0.225,0.033,0.016,0.017,-0.236,0.032
'0:00.187',-0.018,-0.450,-0.432,0.234,0.207,-0.441,0.107,0.395,0.453,0.229,0.035,0.018,0.015,-0.226,0.030
'0:00.188',-0.018,-0.447,-0.428,0.232,0.205,-0.438,0.110,0.397,0.455,0.232,0.040,0.020,0.014,-0.228,0.030
'0:00.189',-0.020,-0.443,-0.423,0.231,0.202,-0.433,0.115,0.397,0.456,0.236,0.046,0.024,0.013,-0.226,0.028
'0:00.190',-0.022,-0.435,-0.413,0.229,0.196,-0.424,0.116,0.400,0.460,0.238,0.048,0.028,0.015,-0.223,0.026
'0:00.191',-0.028,-0.432,-0.405,0.230,0.189,-0.419,0.115,0.399,0.457,0.237,0.049,0.026,0.015,-0.221,0.026
'0:00.192',-0.022,-0.433,-0.410,0.228,0.195,-0.422,0.115,0.395,0.454,0.236,0.048,0.025,0.015,-0.220,0.021
'0:00.193',-0.031,-0.438,-0.406,0.234,0.188,-0.422,0.117,0.394,0.452,0.236,0.050,0.027,0.017,-0.219,0.020
'0:00.194',-0.041,-0.431,-0.391,0.236,0.175,-0.411,0.120,0.395,0.453,0.240,0.056,0.031,0.014,-0.208,0.018
'0:00.195',-0.046,-0.426,-0.380,0.236,0.167,-0.403,0.125,0.395,0.453,0.240,0.058,0.033,0.011,-0.204,0.017
'0:00.196',-0.046,-0.430,-0.384,0.238,0.170,-0.407,0.125,0.392,0.449,0.237,0.056,0.032,0.012,-0.210,0.015
'0:00.197',-0.042,-0.423,-0.381,0.232,0.170,-0.403,0.128,0.393,0.450,0.239,0.059,0.034,0.013,-0.204,0.011
'0:00.198',-0.038,-0.414,-0.375,0.226,0.169,-0.395,0.130,0.394,0.449,0.240,0.062,0.037,0.013,-0.199,0.011
'0:00.199',-0.026,-0.415,-0.389,0.221,0.181,-0.402,0.126,0.386,0.441,0.234,0.057,0.032,0.012,-0.201,0.009
'0:00.200',-0.035,-0.421,-0.387,0.228,0.176,-0.404,0.126,0.382,0.438,0.231,0.057,0.031,0.012,-0.197,0.009
'0:00.201',-0.037,-0.422,-0.386,0.230,0.174,-0.404,0.129,0.385,0.438,0.234,0.060,0.034,0.011,-0.198,0.006
'0:00.202',-0.035,-0.421,-0.385,0.228,0.175,-0.403,0.132,0.384,0.436,0.234,0.061,0.035,0.009,-0.194,0.005
'0:00.203',-0.040,-0.421,-0.382,0.231,0.172,-0.402,0.133,0.382,0.433,0.234,0.062,0.038,0.009,-0.188,0.004
'0:00.204',-0.045,-0.422,-0.377,0.234,0.166,-0.400,0.136,0.383,0.432,0.235,0.066,0.038,0.009,-0.182,0.001
'0:00.205',-0.049,-0.420,-0.370,0.234,0.161,-0.396,0.139,0.383,0.430,0.235,0.070,0.044,0.010,-0.172,0.001
'0:00.206',-0.040,-0.417,-0.378,0.229,0.169,-0.398,0.139,0.377,0.427,0.234,0.070,0.043,0.009,-0.180,-0.001
'0:00.207',-0.026,-0.407,-0.382,0.217,0.177,-0.395,0.142,0.376,0.425,0.234,0.072,0.044,0.010,-0.186,-0.005
'0:00.208',-0.029,-0.396,-0.367,0.212,0.170,-0.382,0.149,0.378,0.428,0.240,0.081,0.051,0.008,-0.180,-0.006
'0:00.209',-0.029,-0.389,-0.360,0.208,0.166,-0.374,0.150,0.376,0.427,0.241,0.084,0.054,0.006,-0.172,-0.006
'0:00.210',-0.033,-0.391,-0.358,0.212,0.163,-0.374,0.147,0.368,0.419,0.236,0.080,0.051,0.007,-0.170,-0.009
'0:00.211',-0.064,-0.406,-0.343,0.234,0.140,-0.374,0.147,0.361,0.412,0.232,0.079,0.046,0.004,-0.167,-0.011
'0:00.212',-0.054,-0.400,-0.345,0.227,0.145,-0.373,0.148,0.359,0.409,0.232,0.080,0.049,0.005,-0.169,-0.013
'0:00.213',-0.054,-0.396,-0.341,0.225,0.143,-0.368,0.151,0.358,0.410,0.234,0.081,0.055,0.006,-0.174,-0.015
'0:00.214',-0.060,-0.381,-0.320,0.221,0.130,-0.350,0.162,0.363,0.415,0.240,0.089,0.065,0.004,-0.171,-0.014
'0:00.215',-0.048,-0.360,-0.312,0.203,0.133,-0.337,0.167,0.364,0.416,0.244,0.099,0.070,0.001,-0.164,-0.015
'0:00.216',-0.065,-0.377,-0.313,0.221,0.124,-0.345,0.162,0.353,0.404,0.236,0.092,0.062,-0.001,-0.158,-0.017
'0:00.217',-0.081,-0.391,-0.309,0.235,0.115,-0.350,0.158,0.344,0.394,0.227,0.086,0.058,0.003,-0.154,-0.017
'0:00.218',-0.080,-0.387,-0.307,0.233,0.114,-0.347,0.158,0.340,0.391,0.225,0.087,0.058,0.004,-0.150,-0.020
'0:00.219',-0.075,-0.376,-0.300,0.226,0.113,-0.339,0.165,0.339,0.392,0.230,0.093,0.064,-0.001,-0.146,-0.022
'0:00.220',-0.083,-0.375,-0.292,0.229,0.105,-0.334,0.168,0.338,0.391,0.231,0.097,0.066,-0.004,-0.141,-0.025
'0:00.221',-0.076,-0.375,-0.299,0.226,0.112,-0.338,0.167,0.334,0.386,0.231,0.097,0.066,-0.005,-0.141,-0.027
'0:00.222',-0.074,-0.377,-0.302,0.226,0.114,-0.340,0.167,0.330,0.380,0.226,0.095,0.065,-0.007,-0.141,-0.028
'0:00.223',-0.077,-0.379,-0.301,0.228,0.112,-0.340,0.166,0.326,0.373,0.222,0.093,0.064,-0.009,-0.143,-0.029
'0:00.224',-0.074,-0.373,-0.300,0.224,0.113,-0.337,0.168,0.325,0.371,0.223,0.095,0.068,-0.007,-0.142,-0.029
'0:00.225',-0.080,-0.377,-0.297,0.229,0.109,-0.338,0.169,0.323,0.368,0.221,0.093,0.070,-0.008,-0.141,-0.030
'0:00.226',-0.084,-0.379,-0.295,0.232,0.106,-0.337,0.167,0.318,0.365,0.221,0.093,0.072,-0.007,-0.140,-0.033
'0:00.227',-0.083,-0.376,-0.293,0.230,0.105,-0.335,0.168,0.312,0.358,0.220,0.094,0.074,-0.009,-0.134,-0.034
'0:00.228',-0.083,-0.374,-0.291,0.229,0.104,-0.333,0.172,0.310,0.356,0.220,0.098,0.075,-0.011,-0.135,-0.035
'0:00.229',-0.095,-0.374,-0.280,0.234,0.093,-0.328,0.177,0.311,0.359,0.224,0.104,0.080,-0.011,-0.129,-0.036
'0:00.230',-0.080,-0.368,-0.288,0.224,0.104,-0.329,0.174,0.306,0.351,0.220,0.102,0.074,-0.014,-0.122,-0.038
'0:00.231',-0.079,-0.362,-0.283,0.221,0.102,-0.323,0.171,0.296,0.344,0.217,0.102,0.072,-0.014,-0.117,-0.041
'0:00.232',-0.092,-0.362,-0.270,0.227,0.089,-0.317,0.175,0.296,0.342,0.217,0.105,0.081,-0.012,-0.115,-0.043
'0:00.233',-0.095,-0.362,-0.267,0.229,0.086,-0.315,0.176,0.292,0.340,0.215,0.107,0.084,-0.013,-0.112,-0.042
'0:00.234',-0.086,-0.345,-0.260,0.215,0.087,-0.303,0.180,0.293,0.339,0.217,0.113,0.086,-0.015,-0.109,-0.043
'0:00.235',-0.075,-0.335,-0.259,0.205,0.092,-0.297,0.180,0.290,0.336,0.216,0.114,0.088,-0.013,-0.105,-0.043
'0:00.236',-0.098,-0.348,-0.251,0.223,0.076,-0.300,0.178,0.283,0.328,0.212,0.110,0.086,-0.014,-0.102,-0.042
'0:00.237',-0.099,-0.343,-0.244,0.221,0.073,-0.293,0.181,0.280,0.325,0.213,0.114,0.089,-0.015,-0.104,-0.044
'0:00.238',-0.090,-0.332,-0.242,0.211,0.076,-0.287,0.181,0.278,0.323,0.213,0.115,0.092,-0.016,-0.096,-0.045
'0:00.239',-0.101,-0.337,-0.236,0.218,0.069,-0.287,0.182,0.275,0.319,0.210,0.115,0.092,-0.018,-0.090,-0.046
'0:00.240',-0.106,-0.344,-0.237,0.226,0.066,-0.291,0.181,0.268,0.315,0.208,0.115,0.092,-0.018,-0.090,-0.045
'0:00.241',-0.110,-0.347,-0.238,0.229,0.065,-0.293,0.182,0.265,0.311,0.209,0.115,0.093,-0.018,-0.090,-0.047
'0:00.242',-0.116,-0.352,-0.236,0.234,0.060,-0.295,0.180,0.259,0.305,0.204,0.112,0.092,-0.018,-0.089,-0.046
'0:00.243',-0.111,-0.347,-0.237,0.229,0.064,-0.292,0.180,0.256,0.302,0.203,0.112,0.093,-0.018,-0.085,-0.046
'0:00.244',-0.102,-0.341,-0.239,0.221,0.070,-0.290,0.182,0.255,0.301,0.204,0.117,0.099,-0.018,-0.084,-0.045
'0:00.245',-0.099,-0.344,-0.244,0.222,0.072,-0.294,0.179,0.251,0.295,0.200,0.117,0.093,-0.020,-0.081,-0.047
'0:00.246',-0.112,-0.341,-0.229,0.226,0.059,-0.285,0.187,0.255,0.298,0.205,0.122,0.101,-0.021,-0.079,-0.046
'0:00.247',-0.108,-0.337,-0.229,0.223,0.060,-0.283,0.187,0.249,0.295,0.204,0.125,0.107,-0.019,-0.081,-0.046
'0:00.248',-0.086,-0.322,-0.235,0.203,0.075,-0.279,0.186,0.247,0.290,0.204,0.127,0.107,-0.021,-0.086,-0.046
'0:00.249',-0.084,-0.318,-0.234,0.201,0.075,-0.276,0.190,0.251,0.292,0.205,0.130,0.111,-0.023,-0.087,-0.046
'0:00.250',-0.102,-0.327,-0.224,0.214,0.061,-0.276,0.190,0.246,0.288,0.206,0.131,0.111,-0.022,-0.079,-0.050
'0:00.251',-0.132,-0.341,-0.208,0.236,0.038,-0.275,0.183,0.237,0.280,0.202,0.131,0.104,-0.025,-0.076,-0.049
'0:00.252',-0.120,-0.347,-0.228,0.234,0.054,-0.288,0.177,0.228,0.271,0.194,0.126,0.095,-0.028,-0.076,-0.053
'0:00.253',-0.105,-0.335,-0.230,0.220,0.062,-0.282,0.182,0.230,0.273,0.197,0.129,0.107,-0.024,-0.078,-0.053
'0:00.254',-0.112,-0.327,-0.215,0.219,0.052,-0.272,0.182,0.230,0.273,0.199,0.132,0.116,-0.018,-0.079,-0.050
'0:00.255',-0.120,-0.330,-0.209,0.225,0.045,-0.270,0.181,0.226,0.269,0.197,0.132,0.114,-0.019,-0.074,-0.051
'0:00.256',-0.146,-0.338,-0.191,0.242,0.022,-0.265,0.182,0.224,0.267,0.197,0.135,0.117,-0.021,-0.073,-0.050
'0:00.257',-0.161,-0.342,-0.181,0.251,0.011,-0.262,0.182,0.221,0.265,0.199,0.139,0.119,-0.022,-0.071,-0.050
'0:00.258',-0.137,-0.338,-0.200,0.237,0.032,-0.269,0.177,0.212,0.260,0.194,0.136,0.115,-0.021,-0.065,-0.053
'0:00.259',-0.132,-0.330,-0.199,0.231,0.034,-0.265,0.175,0.209,0.256,0.192,0.135,0.113,-0.022,-0.068,-0.053
'0:00.260',-0.142,-0.332,-0.189,0.237,0.023,-0.260,0.178,0.209,0.256,0.193,0.138,0.113,-0.026,-0.071,-0.053
'0:00.261',-0.144,-0.337,-0.193,0.240,0.025,-0.265,0.177,0.206,0.254,0.191,0.139,0.116,-0.026,-0.072,-0.054
'0:00.262',-0.150,-0.338,-0.188,0.243,0.019,-0.263,0.180,0.206,0.252,0.192,0.140,0.123,-0.022,-0.079,-0.054
'0:00.263',-0.140,-0.337,-0.198,0.238,0.029,-0.268,0.176,0.201,0.246,0.188,0.137,0.122,-0.021,-0.078,-0.055
'0:00.264',-0.130,-0.335,-0.204,0.233,0.037,-0.270,0.173,0.196,0.242,0.184,0.136,0.119,-0.022,-0.075,-0.054
'0:00.265',-0.126,-0.333,-0.206,0.230,0.040,-0.270,0.175,0.196,0.241,0.185,0.139,0.120,-0.023,-0.080,-0.054
'0:00.266',-0.131,-0.331,-0.200,0.231,0.035,-0.266,0.178,0.195,0.242,0.189,0.144,0.124,-0.024,-0.073,-0.054
'0:00.267',-0.120,-0.328,-0.207,0.224,0.043,-0.268,0.176,0.188,0.234,0.184,0.142,0.120,-0.026,-0.070,-0.056
'0:00.268',-0.117,-0.330,-0.212,0.224,0.048,-0.272,0.174,0.188,0.234,0.182,0.141,0.114,-0.033,-0.074,-0.054
'0:00.269',-0.119,-0.324,-0.204,0.222,0.043,-0.265,0.177,0.192,0.239,0.189,0.144,0.119,-0.032,-0.072,-0.053
'0:00.270',-0.124,-0.327,-0.203,0.226,0.040,-0.265,0.174,0.185,0.233,0.184,0.141,0.117,-0.032,-0.070,-0.057
'0:00.271',-0.153,-0.338,-0.185,0.246,0.016,-0.262,0.173,0.179,0.229,0.180,0.139,0.120,-0.030,-0.060,-0.054
'0:00.272',-0.161,-0.336,-0.174,0.248,0.007,-0.255,0.173,0.178,0.229,0.182,0.141,0.123,-0.029,-0.055,-0.055
'0:00.273',-0.153,-0.335,-0.182,0.244,0.015,-0.259,0.173,0.179,0.227,0.180,0.141,0.121,-0.030,-0.058,-0.056
'0:00.274',-0.146,-0.334,-0.187,0.240,0.021,-0.261,0.170,0.177,0.224,0.176,0.140,0.124,-0.029,-0.056,-0.054
'0:00.275',-0.149,-0.329,-0.180,0.239,0.016,-0.255,0.167,0.175,0.225,0.179,0.143,0.124,-0.029,-0.053,-0.056
'0:00.276',-0.160,-0.330,-0.170,0.244,0.005,-0.250,0.171,0.174,0.223,0.179,0.144,0.125,-0.029,-0.057,-0.054
'0:00.277',-0.171,-0.333,-0.162,0.252,-0.004,-0.247,0.175,0.175,0.221,0.179,0.144,0.127,-0.032,-0.069,-0.054
'0:00.278',-0.165,-0.329,-0.164,0.246,-0.001,-0.246,0.174,0.176,0.222,0.179,0.145,0.127,-0.034,-0.063,-0.057
'0:00.279',-0.167,-0.325,-0.158,0.245,-0.004,-0.241,0.174,0.176,0.221,0.179,0.144,0.129,-0.031,-0.060,-0.056
'0:00.280',-0.157,-0.331,-0.173,0.243,0.009,-0.252,0.171,0.171,0.216,0.176,0.141,0.126,-0.030,-0.061,-0.054
'0:00.281',-0.135,-0.334,-0.199,0.234,0.033,-0.267,0.164,0.164,0.209,0.172,0.136,0.122,-0.028,-0.060,-0.058
'0:00.282',-0.141,-0.333,-0.192,0.236,0.025,-0.262,0.164,0.167,0.211,0.172,0.139,0.124,-0.029,-0.064,-0.057
'0:00.283',-0.143,-0.334,-0.190,0.238,0.024,-0.262,0.163,0.166,0.210,0.172,0.140,0.123,-0.029,-0.060,-0.056
'0:00.284',-0.151,-0.338,-0.186,0.244,0.018,-0.263,0.163,0.164,0.209,0.172,0.142,0.124,-0.030,-0.059,-0.054
'0:00.285',-0.157,-0.339,-0.181,0.248,0.013,-0.261,0.165,0.168,0.212,0.174,0.144,0.127,-0.030,-0.062,-0.052
'0:00.286',-0.160,-0.342,-0.182,0.251,0.011,-0.262,0.168,0.170,0.213,0.177,0.146,0.131,-0.028,-0.065,-0.051
'0:00.287',-0.140,-0.338,-0.198,0.238,0.029,-0.268,0.164,0.165,0.210,0.177,0.142,0.127,-0.028,-0.065,-0.053
'0:00.288',-0.126,-0.330,-0.203,0.228,0.039,-0.267,0.165,0.165,0.209,0.175,0.146,0.129,-0.026,-0.074,-0.053
'0:00.289',-0.147,-0.335,-0.188,0.241,0.021,-0.262,0.167,0.165,0.210,0.177,0.150,0.132,-0.026,-0.073,-0.053
'0:00.290',-0.146,-0.337,-0.190,0.241,0.022,-0.264,0.160,0.161,0.207,0.175,0.146,0.127,-0.029,-0.068,-0.057
'0:00.291',-0.152,-0.333,-0.180,0.242,0.015,-0.257,0.159,0.161,0.207,0.174,0.147,0.129,-0.029,-0.064,-0.054
'0:00.292',-0.163,-0.335,-0.172,0.248,0.005,-0.254,0.161,0.162,0.209,0.177,0.149,0.133,-0.029,-0.057,-0.054
'0:00.293',-0.171,-0.339,-0.168,0.255,-0.001,-0.254,0.163,0.165,0.209,0.178,0.151,0.132,-0.030,-0.063,-0.056
'0:00.294',-0.172,-0.334,-0.163,0.253,-0.004,-0.248,0.161,0.165,0.209,0.178,0.151,0.131,-0.030,-0.067,-0.057
'0:00.295',-0.165,-0.328,-0.163,0.246,-0.001,-0.245,0.155,0.162,0.209,0.177,0.150,0.131,-0.029,-0.064,-0.057
'0:00.296',-0.183,-0.329,-0.145,0.256,-0.019,-0.237,0.160,0.164,0.207,0.178,0.155,0.133,-0.030,-0.062,-0.055
'0:00.297',-0.188,-0.331,-0.142,0.260,-0.022,-0.237,0.162,0.163,0.204,0.177,0.153,0.131,-0.033,-0.062,-0.055
'0:00.298',-0.172,-0.329,-0.158,0.250,-0.006,-0.243,0.154,0.157,0.201,0.172,0.147,0.125,-0.032,-0.045,-0.055
'0:00.299',-0.176,-0.327,-0.151,0.252,-0.012,-0.239,0.153,0.156,0.200,0.171,0.147,0.127,-0.029,-0.040,-0.053
'0:00.300',-0.172,-0.330,-0.158,0.251,-0.007,-0.244,0.150,0.155,0.200,0.172,0.147,0.129,-0.030,-0.049,-0.052
'0:00.301',-0.168,-0.333,-0.166,0.250,-0.001,-0.249,0.151,0.156,0.200,0.172,0.148,0.130,-0.029,-0.054,-0.052
'0:00.302',-0.172,-0.333,-0.161,0.253,-0.005,-0.247,0.155,0.156,0.200,0.172,0.149,0.133,-0.030,-0.056,-0.052
'0:00.303',-0.171,-0.332,-0.162,0.251,-0.004,-0.247,0.155,0.156,0.199,0.173,0.148,0.132,-0.032,-0.051,-0.053
'0:00.304',-0.167,-0.336,-0.170,0.252,0.002,-0.253,0.150,0.153,0.197,0.171,0.146,0.130,-0.030,-0.050,-0.053
'0:00.305',-0.160,-0.336,-0.176,0.248,0.009,-0.257,0.149,0.153,0.197,0.172,0.146,0.130,-0.029,-0.054,-0.055
'0:00.306',-0.161,-0.330,-0.170,0.245,0.004,-0.249,0.154,0.156,0.202,0.177,0.151,0.134,-0.029,-0.055,-0.055
'0:00.307',-0.168,-0.337,-0.169,0.253,0.001,-0.253,0.152,0.154,0.199,0.175,0.151,0.135,-0.027,-0.049,-0.054
'0:00.308',-0.191,-0.346,-0.155,0.269,-0.018,-0.251,0.156,0.159,0.203,0.180,0.154,0.137,-0.028,-0.052,-0.054
'0:00.309',-0.184,-0.342,-0.157,0.263,-0.014,-0.249,0.158,0.157,0.202,0.179,0.154,0.138,-0.028,-0.050,-0.053
'0:00.310',-0.162,-0.331,-0.169,0.246,0.004,-0.250,0.155,0.155,0.197,0.176,0.152,0.136,-0.026,-0.048,-0.053
'0:00.311',-0.177,-0.328,-0.150,0.252,-0.013,-0.239,0.157,0.160,0.206,0.182,0.158,0.141,-0.025,-0.051,-0.052
'0:00.312',-0.200,-0.340,-0.141,0.270,-0.029,-0.240,0.155,0.157,0.206,0.181,0.158,0.141,-0.025,-0.046,-0.053
'0:00.313',-0.197,-0.344,-0.148,0.271,-0.024,-0.246,0.151,0.155,0.202,0.178,0.155,0.139,-0.025,-0.044,-0.054
'0:00.314',-0.186,-0.338,-0.151,0.262,-0.018,-0.244,0.149,0.155,0.201,0.176,0.154,0.140,-0.024,-0.048,-0.054
'0:00.315',-0.188,-0.337,-0.149,0.263,-0.019,-0.243,0.146,0.152,0.198,0.174,0.151,0.137,-0.025,-0.048,-0.056
'0:00.316',-0.184,-0.333,-0.149,0.259,-0.018,-0.241,0.141,0.148,0.195,0.172,0.149,0.135,-0.025,-0.038,-0.057
'0:00.317',-0.181,-0.331,-0.149,0.256,-0.015,-0.240,0.140,0.148,0.195,0.172,0.151,0.134,-0.026,-0.039,-0.056
'0:00.318',-0.184,-0.329,-0.144,0.257,-0.020,-0.236,0.141,0.149,0.196,0.173,0.152,0.138,-0.025,-0.042,-0.057
'0:00.319',-0.203,-0.327,-0.124,0.265,-0.039,-0.226,0.148,0.153,0.202,0.178,0.155,0.143,-0.024,-0.040,-0.059
'0:00.320',-0.194,-0.323,-0.130,0.258,-0.032,-0.227,0.148,0.154,0.203,0.179,0.157,0.144,-0.026,-0.037,-0.056
'0:00.321',-0.172,-0.318,-0.146,0.245,-0.013,-0.232,0.143,0.152,0.200,0.176,0.152,0.143,-0.025,-0.038,-0.057
'0:00.322',-0.190,-0.326,-0.137,0.258,-0.026,-0.232,0.143,0.152,0.200,0.175,0.151,0.144,-0.024,-0.040,-0.057
'0:00.323',-0.191,-0.334,-0.143,0.262,-0.024,-0.238,0.136,0.145,0.195,0.171,0.149,0.139,-0.025,-0.043,-0.057
'0:00.324',-0.170,-0.330,-0.161,0.249,-0.004,-0.245,0.136,0.142,0.192,0.169,0.148,0.138,-0.022,-0.048,-0.057
'0:00.325',-0.164,-0.328,-0.164,0.246,0.000,-0.246,0.138,0.146,0.194,0.171,0.150,0.141,-0.021,-0.045,-0.056
'0:00.326',-0.168,-0.334,-0.166,0.251,-0.001,-0.250,0.135,0.145,0.193,0.172,0.151,0.139,-0.021,-0.041,-0.059
'0:00.327',-0.169,-0.334,-0.165,0.252,-0.002,-0.250,0.141,0.147,0.195,0.174,0.153,0.139,-0.021,-0.044,-0.060
'0:00.328',-0.178,-0.335,-0.157,0.257,-0.011,-0.246,0.141,0.145,0.196,0.176,0.153,0.139,-0.024,-0.049,-0.057
'0:00.329',-0.172,-0.332,-0.160,0.252,-0.006,-0.245,0.140,0.147,0.200,0.178,0.153,0.140,-0.024,-0.047,-0.056
'0:00.330',-0.174,-0.325,-0.151,0.249,-0.011,-0.238,0.142,0.149,0.200,0.179,0.152,0.141,-0.021,-0.043,-0.057
'0:00.331',-0.200,-0.332,-0.132,0.266,-0.034,-0.232,0.140,0.148,0.199,0.178,0.151,0.141,-0.021,-0.032,-0.057
'0:00.332',-0.204,-0.337,-0.133,0.271,-0.035,-0.235,0.139,0.144,0.196,0.178,0.149,0.141,-0.023,-0.029,-0.058
'0:00.333',-0.183,-0.318,-0.135,0.250,-0.024,-0.226,0.143,0.147,0.198,0.180,0.154,0.148,-0.021,-0.030,-0.058
'0:00.334',-0.165,-0.301,-0.136,0.233,-0.015,-0.219,0.141,0.148,0.203,0.183,0.160,0.150,-0.019,-0.027,-0.056
'0:00.335',-0.181,-0.319,-0.137,0.250,-0.022,-0.228,0.132,0.138,0.192,0.175,0.153,0.141,-0.021,-0.025,-0.059
'0:00.336',-0.171,-0.302,-0.131,0.237,-0.019,-0.217,0.137,0.144,0.197,0.178,0.158,0.146,-0.021,-0.023,-0.061
'0:00.337',-0.170,-0.294,-0.125,0.233,-0.022,-0.210,0.139,0.147,0.202,0.185,0.163,0.150,-0.021,-0.028,-0.059
'0:00.338',-0.200,-0.320,-0.120,0.260,-0.039,-0.221,0.133,0.139,0.194,0.175,0.155,0.144,-0.021,-0.031,-0.059
'0:00.339',-0.194,-0.307,-0.114,0.251,-0.040,-0.210,0.137,0.144,0.197,0.178,0.161,0.148,-0.019,-0.030,-0.060
'0:00.340',-0.186,-0.306,-0.119,0.246,-0.034,-0.213,0.135,0.143,0.195,0.178,0.160,0.150,-0.019,-0.032,-0.059
'0:00.341',-0.182,-0.313,-0.131,0.248,-0.026,-0.222,0.133,0.140,0.190,0.172,0.152,0.145,-0.021,-0.030,-0.059
'0:00.342',-0.178,-0.306,-0.128,0.242,-0.025,-0.217,0.133,0.141,0.192,0.174,0.157,0.147,-0.021,-0.032,-0.059
'0:00.343',-0.174,-0.305,-0.131,0.239,-0.021,-0.218,0.130,0.139,0.191,0.173,0.157,0.148,-0.017,-0.031,-0.059
'0:00.344',-0.173,-0.305,-0.133,0.239,-0.020,-0.219,0.128,0.137,0.190,0.174,0.158,0.149,-0.017,-0.026,-0.061
'0:00.345',-0.176,-0.305,-0.129,0.241,-0.024,-0.217,0.132,0.140,0.194,0.178,0.163,0.153,-0.018,-0.032,-0.063
'0:00.346',-0.176,-0.304,-0.129,0.240,-0.024,-0.216,0.132,0.139,0.196,0.181,0.166,0.153,-0.018,-0.029,-0.063
'0:00.347',-0.175,-0.310,-0.136,0.243,-0.019,-0.224,0.128,0.133,0.192,0.178,0.164,0.146,-0.020,-0.030,-0.065
'0:00.348',-0.179,-0.311,-0.133,0.245,-0.023,-0.222,0.128,0.134,0.191,0.178,0.165,0.146,-0.021,-0.030,-0.063
'0:00.349',-0.174,-0.301,-0.128,0.238,-0.024,-0.214,0.129,0.135,0.195,0.181,0.168,0.156,-0.018,-0.020,-0.062
'0:00.350',-0.178,-0.304,-0.126,0.241,-0.026,-0.215,0.126,0.134,0.193,0.180,0.167,0.159,-0.015,-0.017,-0.063
'0:00.351',-0.188,-0.306,-0.118,0.247,-0.035,-0.212,0.123,0.129,0.191,0.177,0.166,0.155,-0.015,-0.020,-0.064
'0:00.352',-0.186,-0.300,-0.115,0.243,-0.035,-0.208,0.119,0.130,0.193,0.180,0.170,0.157,-0.014,-0.022,-0.066
'0:00.353',-0.194,-0.303,-0.110,0.248,-0.042,-0.206,0.121,0.131,0.191,0.181,0.170,0.157,-0.018,-0.015,-0.065
'0:00.354',-0.194,-0.299,-0.105,0.246,-0.044,-0.202,0.128,0.130,0.188,0.181,0.170,0.155,-0.022,-0.015,-0.066
'0:00.355',-0.195,-0.293,-0.098,0.244,-0.048,-0.196,0.125,0.127,0.188,0.182,0.172,0.157,-0.021,-0.006,-0.065
'0:00.356',-0.200,-0.296,-0.097,0.248,-0.051,-0.197,0.122,0.121,0.183,0.178,0.168,0.157,-0.016,-0.003,-0.064
'0:00.357',-0.193,-0.287,-0.095,0.239,-0.049,-0.191,0.122,0.121,0.182,0.179,0.170,0.158,-0.013,-0.006,-0.064
'0:00.358',-0.195,-0.285,-0.090,0.240,-0.051,-0.188,0.123,0.123,0.186,0.182,0.171,0.159,-0.018,0.002,-0.064
'0:00.359',-0.196,-0.285,-0.090,0.240,-0.052,-0.188,0.122,0.124,0.184,0.181,0.169,0.158,-0.017,-0.004,-0.064
'0:00.360',-0.192,-0.281,-0.089,0.236,-0.051,-0.185,0.122,0.121,0.182,0.182,0.169,0.157,-0.017,-0.004,-0.063
'0:00.361',-0.200,-0.293,-0.094,0.246,-0.052,-0.194,0.118,0.116,0.179,0.178,0.165,0.153,-0.015,-0.002,-0.065
'0:00.362',-0.195,-0.288,-0.093,0.241,-0.051,-0.191,0.117,0.117,0.177,0.177,0.165,0.152,-0.015,0.002,-0.065
'0:00.363',-0.180,-0.274,-0.093,0.227,-0.043,-0.184,0.120,0.117,0.177,0.179,0.166,0.156,-0.017,0.005,-0.066
'0:00.364',-0.181,-0.279,-0.097,0.230,-0.042,-0.188,0.120,0.115,0.175,0.179,0.167,0.157,-0.017,-0.001,-0.066
'0:00.365',-0.181,-0.283,-0.102,0.233,-0.039,-0.193,0.119,0.114,0.176,0.178,0.167,0.155,-0.015,-0.005,-0.067
'0:00.366',-0.182,-0.284,-0.102,0.234,-0.041,-0.193,0.117,0.111,0.175,0.179,0.168,0.155,-0.014,-0.007,-0.069
'0:00.367',-0.181,-0.285,-0.103,0.233,-0.039,-0.194,0.114,0.107,0.171,0.178,0.167,0.155,-0.015,-0.009,-0.070
'0:00.368',-0.181,-0.285,-0.104,0.234,-0.038,-0.195,0.111,0.103,0.168,0.175,0.167,0.153,-0.015,-0.009,-0.069
'0:00.369',-0.181,-0.282,-0.101,0.232,-0.040,-0.192,0.111,0.104,0.170,0.178,0.169,0.158,-0.013,-0.002,-0.070
'0:00.370',-0.178,-0.273,-0.095,0.226,-0.042,-0.184,0.112,0.105,0.174,0.182,0.171,0.160,-0.011,0.009,-0.070
'0:00.371',-0.188,-0.269,-0.082,0.228,-0.052,-0.175,0.110,0.103,0.171,0.181,0.170,0.160,-0.011,0.019,-0.068
'0:00.372',-0.191,-0.270,-0.079,0.230,-0.055,-0.174,0.110,0.102,0.168,0.180,0.172,0.164,-0.009,0.024,-0.070
'0:00.373',-0.192,-0.267,-0.074,0.230,-0.059,-0.171,0.109,0.099,0.168,0.180,0.174,0.164,-0.011,0.015,-0.072
